bioproject_id	phs_accession	organism	name	protocols_inferred	disease_categories	sra_run_count	description
836692		Homo sapiens	Integrative Single-Cell Analysis of Transcriptome, Epigenome, and Lineage in HIV Latency and Activation		infectious|developmental		With the development of triple combination antiretroviral therapy, routine HIV treatment eliminates nearly all actively infected cells. Nevertheless, the small reservoir of latently infected cells, wh
387321		Homo sapiens	Integrated single cell genetic and transcriptional analysis suggests novel private drivers of chronic lymphocytic leukemia.	scRNA	cancer		Intratumoral genetic heterogeneity has been characterized across cancers by genome sequencing of bulk tumors, including chronic lymphocytic leukemia (CLL). In order to more accurately identify subclon
935028		Homo sapiens	Single cell colony whole genome sequencing data from individuals with telomere syndromes		neurological|normal		This is an observational study which examined the phylogenetic evolution of somatic clonal mutations in individuals with Mendelian telomere syndromes. It includes data from two individuals who carry a
528020		Homo sapiens	Single-cell lymphocyte heterogeneity inadvanced Cutaneous T-Cell Lymphoma skin tumors	10x_chromium|scRNA	cancer|neurological|normal		Purpose: The heterogeneity of tumor cells presents a major challenge to cancer diagnosis and therapy. Cutaneous T cell lymphomas (CTCL) are a group of T lymphocyte malignanciesthat primarily affect sk
629811		Homo sapiens	Chronic Malaria drives functional heterogenity in B cell subpopulations and expansion of unswitched atypical memory B cells [Malaria bulkRNA-seq]	scRNA	neurological		Human chronic infectious diseases have been shown to alter the composition and phenotype of the B cell compartment, which, in part, can attribute to failure to acquire protective immunity. However, th
1369580		Homo sapiens	Single nucleus and spatial transcriptomic analyses of pulmonary fibrosis from the “Lung Transplant” and “Lung Tissue” Biorepositories	10x_chromium|spatial|snRNA	neurological|pulmonary		Interstitial lung disease (ILD) is characterized by a progressive destruction of the lung parenchyma driven by complex interactions between epithelial, stromal and immune cells. To understand the cell
1253704	phs001158	Homo sapiens	Spatial transcriptomics of human dorsal root ganglia from subjects with a history of diabetes	10x_chromium|spatial	metabolic		Visium spatial RNA sequencing was performed on 16 human dorsal root ganglia (DRG) tissue sections collected from 7 different DRGs, from 6 human subjects with a history of diabetes. Overall design: Hum
1427260		Homo sapiens	Synchronous dual hematologic neoplasms of myeloid and lymphoid lineage are of common clonal origin				Synchronous dual hematologic neoplasms (SDHN) of myeloid and lymphoid lineages occur more frequently than expected based on their respective disease epidemiology. However, whether these entities are c
655238	phs002071	Homo sapiens	Multimodal Mapping of the Tumor and Peripheral Blood Immune Landscape in Human Pancreatic Cancer	10x_chromium	cancer|normal		This is a human single cell sequencing repository of pancreatic cancer tumor tissue and PBMCs of pancreatic cancer patients.  The goal of this study was to thorough map the immune landscape of pancrea
691175		Homo sapiens	Biallelic loss of BCMA as a resistance mechanism to CAR T cell therapy in a patient with Multiple Myeloma		cancer		BCMA targeting chimeric antigen receptor (CAR) T cell therapy have shown deep and durable responses in multiple myeloma. However, relapse following therapy is frequently observed, and mechanisms of re
644898			A single-cell chromatin accessibility map of pulmonary alveologenesis in humans and mice		pulmonary|developmental|normal		Regulation of lung responses to air breathing and continued alveolar development shape ex-utero and adult respiratory health.  Applying single-cell transposome hypersensitive site sequencing (scTHS-se
1014560		Homo sapiens	Immune Responses in Checkpoint Myocarditis Across Heart, Blood, and Tumor	scRNA	cancer|autoimmune|cardiovascular		Immune checkpoint inhibitors (ICIs) are widely used in anti-cancer therapies, but they can cause morbid and potentially fatal immune-related adverse events (irAEs), such as ICI-related myocarditis (ir
1293470		Homo sapiens	Long-read Genome and Single-Nucleus Multiome Sequencing of Brain Tissue from Colombian Individuals with Neurodegenerative Diseases	multiome|snRNA	neurological		This study provides genomic, transcriptomic, and epigenomic data from brain tissue of Colombian individuals affected by neurodegenerative diseases. Participants were recruited through the Grupo de Neu
976485		Homo sapiens	Type I interferon and cycling lymphocytes in macrophage activation syndrome	scRNA	normal		We performed immune profiling of peripheral blood mononuclear cells from patients with Still's disease and macrophage activation syndrome (MAS) using bulk RNA sequencing and single-cell RNA sequencing
1007858		Homo sapiens	Dysregulation of naive T cell quiescence during Aging	scRNA	developmental|normal		TEA-seq (novel trimodal single-cell analysis of mRNA transcripts, surface protein epitopes, and chromatin accessibility) was performed on CD3+ T cells isolated from peripheral blood of healthy pediatr
326266	phs001027	Homo sapiens	Homo sapiens	scRNA	cancer|normal		We report the DNA methylation and transcriptional molecular features of paired diagnosis and relapsed Acute Myeloid Leukemia  samples Overall design: To determine if epigenetic features at gene promot
1209133		Homo sapiens	Developing targeted therapy for patients with Multiple Myeloma and Amp1q	scRNA	cancer		Multiple myeloma (MM) frequently presents with gain or amplification of chr1q (1q+), which is associated with inferior response to treatment and poor outcomes. To develop targeted therapy for MM with 
756265		Homo sapiens	The Landscape of Tumor Cell States and Ecosystems in Diffuse Large B Cell Lymphoma [scRNA-seq]	scRNA	cancer|neurological		Biological heterogeneity in diffuse large B cell lymphoma (DLBCL) is partly driven by cell-of-origin subtypes and associated genomic lesions, but also by diverse cell types and cell states in the tumo
521522			Expanding the CITE-seq tool-kit: Detection of proteins, transcriptomes, clonotypes and CRISPR perturbations with multiplexing, in a single assay	10x_chromium|cite-seq|scRNA	cancer		Multi-modal single-cell assays provide high-resolution snapshots of complex cell populations but are mostly limited to transcriptome plus an additional modality. Here, we describe Expanded CRISPR-comp
1240349			Uncovering gene regulatory differences between human and chimpanzee neural cells [scRNA-seq]	scRNA	neurological		A major challenge in human evolutionary biology is to pinpoint the genetic differences that underlie phenotypic changes in the human lineage, such as increased neuron number and a prolonged period of 
950416		Homo sapiens	Immunologic drivers of immune checkpoint inhibitor therapy myocarditis, fatality and anti-tumor response in cancer patients	scRNA	cancer|neurological|autoimmune|cardiovascular		Immune checkpoint inhibitors (ICIs) can offer remarkable benefits to patients with cancer, but these agents can cause morbid and potentially fatal immune-related adverse events (irAEs), the most letha
909401		Homo sapiens	Integrative Somatic and Germline Computational Biology to Redefine Clinical Actionability in Solid Tumors	scRNA	cancer|normal		Version 1: Neuroendocrine tumors (NETs) are rare cancers that arise in the gastrointestinal tract and pancreas. The fundamental mechanisms driving gastroenteropancreatic NETs (GEP-NETs) growth remain 
849981		Homo sapiens	Colitis associated with immune checkpoint inhibitors [tissue_cells]	cite-seq|snRNA|scRNA	autoimmune		In this study we set investigate four aspects of irColitis that are vital  to the pathogenesis of most immunotherapy related adverse events: (1) the  interactions between CD8 T cells and other immune,
606619		Homo sapiens	Genomic landscape of human skin at a single-cell resolution		cancer|normal		Every cell in the human body has a unique set of somatic mutations, yet it remains difficult to comprehensively genotype an individual cell. Here, we developed solutions to overcome this obstacle in t
176409		Homo sapiens	Homo sapiens		cancer|developmental		Acute myeloid leukemia is an aggressive clonal malignancy of the bone marrow that is the direct result of sequential acquisition of mutations in a single lineage of cells. In this study, we investigat
782616	phs000933	Homo sapiens	Integrative molecular and clinical profiling of acral melanoma links focal amplification of chr22q11.21 to metastasis	scRNA	cancer|neurological|normal		Acral melanoma, the most common melanoma subtype among non-Caucasian individuals, is associated with poor prognosis. However, its key molecular drivers remain obscure. Here, we perform integrative gen
934665		Homo sapiens	Single Cell DNA Methylation Analysis for Forensic Epigenetics	snRNA	neurological|infectious		As part of the Epigenetic CHaracterization and Observation (ECHO) program, the Genomic Analysis Laboratory at the Salk Institute generated the DNA methylation profiles of certain PBMC cell types to de
